Local time in Guelmim,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E'si,ssssi
8/12/14 11:00,23,734.5,760.5,74,Wind blowing from the west,3,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,23.9,755.4,760.5,-0.2,73,Wind blowing from the north-northwest,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.7,,,,,,
8/12/14 12:00,25,733.9,759.7,65,Wind blowing from the west,3,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,23,755.2,760.3,-0.2,78,Wind blowing from the north-northeast,4,"90  or more, but not 100%", ,,,,24.2,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,10,19,,,,,,
8/12/14 13:00,28,733.5,759,55,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,18,,19.9,754.3,759.4,,89,Wind blowing from the west-southwest,2,"90  or more, but not 100%", ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5,18.1,,,,,,
8/12/14 15:00,30,732.9,758.2,46,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,17,,19.8,755.5,760.6,1.2,89,Wind blowing from the west,1,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6,18,,,,,,
8/12/14 16:00,28,732.7,758.2,48,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,16,,21.1,756.3,761.4,0.8,83,Wind blowing from the north-west,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,18.1,,,,,,
8/12/14 17:00,28,732.3,757.7,48,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,16,,15.7,755.7,760.9,-0.6,100,Wind blowing from the west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,15.7,,,,,,
8/12/14 18:00,26,732.1,757.7,54,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,16,,21.5,756,761.1,0.3,66,Wind blowing from the north-northeast,3,"10%  or less, but not 0", ,,,,22.7,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,14.9,,,,,,
8/13/14 6:00,17,732.6,759,94,Wind blowing from the west,1,,Mist,,Overcast (100%) 180 m,4,16,,20.1,756.3,761.4,,81,Wind blowing from the south-west,2,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7,16.8,,,,,,
8/13/14 7:00,17,732.6,759,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,16,,21.7,757.6,762.7,1.3,73,Wind blowing from the west-southwest,4,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,16.6,,,,,,
8/13/14 8:00,18,732.7,759,94,variable wind direction,1,,Mist,,Overcast (100%) 180 m,4,17,,23.5,757.9,763,0.3,65,Wind blowing from the south-west,6,no clouds, ,,,,,,,,,,10,16.4,,,,,,
8/13/14 9:00,18,732.7,759,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,17,,23.2,757.4,762.5,-0.5,71,Wind blowing from the south-west,4,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.7,,,,,,
8/13/14 9:15,19,732.8,759,88,Wind blowing from the west,1,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",6,17,,21.8,757.6,762.7,0.2,77,Wind blowing from the west-southwest,3,"10%  or less, but not 0", ,,,,23.7,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,17.6,,,,,,
8/13/14 10:00,20,732.8,759,83,variable wind direction,1,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m",10.0 and more,17,,18.5,757.6,762.8,,90,Wind blowing from the south-west,3,20-30%, ,,,18.4,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,16.8,,,,,,
8/13/14 11:00,23,733.1,759,69,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,17,,19.4,758.2,763.4,0.6,87,Wind blowing from the north-northeast,2,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,17.1,,,,,,
8/13/14 12:00,26,732.6,758.2,54,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,16,,22.4,758.6,763.7,0.4,76,Wind blowing from the north,3,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,18,,,,,,
8/13/14 13:00,29,732.3,757.7,45,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,16,,24.8,758.1,763.2,-0.5,68,Wind blowing from the north-northeast,3,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,18.5,,,,,,
8/13/14 15:00,31,731.1,756.2,40,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,16,,24,756.5,761.6,-1.6,64,Wind blowing from the north-northeast,3,70 - 80%, ,,,,26,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,16.8,,,,,,
8/13/14 16:00,30,731,756.2,40,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,15,,25.9,756.8,761.8,,46,Wind blowing from the south-west,4,60%, ,,,22.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,13.5,,,,,,
8/13/14 17:00,29,730.9,756.2,45,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,16,,28.9,757.6,762.6,0.8,38,Wind blowing from the north-west,2,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,13.2,,,,,,
8/13/14 18:00,27,731.4,756.9,51,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,16,,31.9,757.6,762.5,0,34,Wind blowing from the south-west,3,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,14,,,,,,
8/14/14 6:00,18,731.9,758.2,94,Wind blowing from the north,1,,Mist,,Overcast (100%) 180 m,4,17,,31.6,756.9,761.8,-0.7,33,Wind blowing from the north-northwest,1,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,13.6,,,,,,
8/14/14 7:00,18,731.9,758.2,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,17,,30.7,756.6,761.5,-0.3,33,Wind blowing from the north-east,3,70 - 80%, ,,,,33,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.7,,,,,,
8/14/14 8:00,19,732,758.2,88,variable wind direction,1,,Mist,,"Broken clouds (60-90%) 240 m, scattered clouds (40-50%) 480 m",4,17,,25,755.4,760.4,,44,Wind blowing from the north-east,2,60%, ,,,24.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,11.9,,,,,,
8/14/14 8:25,20,732.1,758.2,83,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 300 m,6,17,,25,756.2,761.2,0.8,59,Wind blowing from the south-west,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,16.5,,,,,,
8/14/14 9:00,21,732.2,758.2,78,Wind blowing from the east-southeast,1,,,,Few clouds (10-30%) 480 m,8,17,,27.6,756.7,761.7,0.5,51,Wind blowing from the west-southwest,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,16.5,,,,,,
8/14/14 10:00,24,732.4,758.2,65,Wind blowing from the west-southwest,1,,,,Few clouds (10-30%) 480 m,8,17,,28.8,755.4,760.4,-1.3,53,Wind blowing from the west,3,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,18.2,,,,,,
8/14/14 11:00,26,732.6,758.2,54,Wind blowing from the west,2,,,,Few clouds (10-30%) 480 m,10.0 and more,16,,27.4,755.3,760.3,-0.1,44,Wind blowing from the north-northeast,3,70 - 80%, ,,,,33,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,14,,,,,,
8/14/14 12:00,28,732.3,757.7,48,Wind blowing from the west,3,,,,Few clouds (10-30%) 480 m,10.0 and more,16,,23,755.1,760.2,,73,Wind blowing from the south-west,1,70 - 80%, ,,,22.2,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,17.8,,,,,,
8/14/14 13:00,31,731.7,756.9,43,Wind blowing from the west,5,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,24.5,756.3,761.4,1.2,77,Wind blowing from the west-southwest,4,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,20.2,,,,,,
8/14/14 14:00,31,731.7,756.9,43,Wind blowing from the west,4,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,25.6,756.4,761.4,0.1,67,Wind blowing from the south-west,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,18.9,,,,,,
8/14/14 15:00,32,731.1,756.2,41,Wind blowing from the west,5,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,24.4,755.9,761,-0.5,75,Wind blowing from the west-southwest,5,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,19.6,,,,,,
8/14/14 16:00,31,731.1,756.2,40,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,16,,23.6,756.1,761.2,0.2,84,Wind blowing from the south-west,4,60%, ,,,,27,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,20.8,,,,,,
8/14/14 17:00,29,731.6,756.9,45,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,16,,20.9,756.2,761.3,,88,Wind blowing from the east-northeast,2,70 - 80%, ,,,20.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,18.8,,,,,,
8/14/14 18:00,27,731.4,756.9,54,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,21.9,756.5,761.6,0.3,83,Wind blowing from the west-southwest,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,18.8,,,,,,
8/15/14 6:00,18,732.7,759,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,17,,24,757.9,763,1.4,78,Wind blowing from the south-west,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,19.9,,,,,,
8/15/14 7:00,14,732.3,759,,Wind blowing from the west,1,,Mist,,Overcast (100%) 180 m,4,,,25,757.1,762.1,-0.8,74,Wind blowing from the west,3,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,20,,,,,,
8/15/14 8:00,17,733.2,759.7,100,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,17,,22.6,757.2,762.3,0.1,86,Wind blowing from the north-west,2,70 - 80%, ,,,,25.2,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,20.1,,,,,,
8/15/14 8:55,19,733.4,759.7,88,Wind blowing from the north,1,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 480 m",6,17,,20.6,757,762.1,,86,Wind blowing from the south-west,7,70 - 80%, ,,,20.4,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.1,,,,,,
8/15/14 9:00,19,733.4,759.7,88,Wind blowing from the north,1,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 480 m",6,17,,22.3,757.1,762.2,0.1,82,Wind blowing from the west,2,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,19.1,,,,,,
8/15/14 10:00,21,733.6,759.7,73,Wind blowing from the west,2,,,,Few clouds (10-30%) 480 m,8,16,,24,757.5,762.6,0.4,74,Wind blowing from the west-southwest,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,19.1,,,,,,
8/15/14 11:00,23,733.8,759.7,69,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,17,,23,756.4,761.5,-1.1,81,Wind blowing from the west,4,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,19.5,,,,,,
8/15/14 12:00,26,733.4,759,54,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,16,,22.5,756.6,761.7,0.2,81,Wind blowing from the north,2,20-30%, ,,,,24.2,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,19,,,,,,
8/15/14 14:00,31,733,758.2,40,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,16,,19.8,756.4,761.5,,85,Wind blowing from the south,2,no clouds, ,,,19.7,,,,,,,6,17.1,,,,,,
8/15/14 15:00,30,732.4,757.7,43,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,16,,22.1,757.3,762.4,0.9,75,Wind blowing from the west,2,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.5,,,,,,
8/15/14 16:00,30,732.4,757.7,43,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,16,,23,757.2,762.3,-0.1,72,Wind blowing from the west,3,no clouds, ,,,,,,,,,,7,17.7,,,,,,
8/15/14 17:00,28,732.7,758.2,45,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,15,,22.8,756.1,761.2,-1.1,73,Wind blowing from the north-northeast,4,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,17.6,,,,,,
8/15/14 18:00,26,732.6,758.2,54,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,16,,21.4,756.3,761.4,0.2,72,Wind blowing from the north-east,5,40%, ,,,,23.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,16.1,,,,,,
8/16/14 6:00,18,732.7,759,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,17,,20,755.6,760.7,,77,Wind blowing from the south-southeast,1,60%, ,,,19.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,15.8,,,,,,
8/16/14 7:00,18,732.7,759,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,4,17,,21.1,755.9,761,0.3,75,Wind blowing from the west-southwest,3,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,16.4,,,,,,
8/16/14 8:00,18,732.7,759,94,variable wind direction,1,,Mist,,Overcast (100%) 180 m,4,17,,24.1,755.3,760.4,-0.6,68,Wind blowing from the west,3,70 - 80%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.9,,,,,,
