Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2014-10-14 15:00:00,23.0,757.6,762.7,-1.1,61.0,Wind blowing from the north-east,4.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,15.1,,,,,,
2014-10-14 18:00:00,22.4,757.7,762.8,0.1,76.0,Wind blowing from the north-east,2.0,60%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,17.9,,,,,,
2014-10-15 06:00:00,19.5,757.9,763.0,,90.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,19.3,,,,,,,6.0,17.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16.0,,
2014-10-15 09:00:00,20.5,758.5,763.6,0.6,86.0,Wind blowing from the west-northwest,1.0,50%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.0,,,,,,
2014-10-15 12:00:00,21.6,758.6,763.7,0.1,80.0,Wind blowing from the north-northwest,3.0,40%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.9,,,,,,
2014-10-15 15:00:00,21.6,757.9,763.0,-0.7,79.0,Wind blowing from the north-northeast,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.7,,,,,,
2014-10-15 18:00:00,20.6,757.9,763.0,0.0,81.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,21.9,,,,,,7.0,17.3,,,,,,
2014-10-16 06:00:00,21.0,757.6,762.7,,84.0,"Calm, no wind",0.0,"90  or more, but not 100%", ,,,21.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,18.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17.0,,
2014-10-16 09:00:00,22.2,758.0,763.1,0.4,76.0,Wind blowing from the west,2.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.8,,,,,,
2014-10-16 12:00:00,23.0,757.7,762.8,-0.3,74.0,Wind blowing from the west,3.0,no clouds, ,,,,,,,,,,6.0,18.2,,,,,,
2014-10-16 15:00:00,23.8,756.5,761.6,-1.2,74.0,Wind blowing from the west,4.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,18.9,,,,,,
2014-10-16 18:00:00,21.1,757.0,762.1,0.5,89.0,Wind blowing from the west-northwest,1.0,70 - 80%, ,,,,24.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0","2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,19.2,,,,,,
2014-10-17 06:00:00,19.2,757.0,762.1,,91.0,Wind blowing from the south,1.0,100%, ,,,19.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17.0,,
2014-10-17 09:00:00,20.0,758.2,763.3,1.2,88.0,Wind blowing from the east,2.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,4.5,17.9,,,,,,
2014-10-17 12:00:00,22.3,758.0,763.1,-0.2,79.0,Wind blowing from the north-northeast,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.4,,,,,,
2014-10-17 15:00:00,21.8,757.6,762.7,-0.4,81.0,Wind blowing from the north-northeast,3.0,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",5.0,18.4,,,,,,
2014-10-17 18:00:00,21.1,757.6,762.7,0.0,86.0,Wind blowing from the north-east,4.0,60%, ,,,,22.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,18.7,,,,,,
2014-10-18 06:00:00,17.7,756.9,762.1,,92.0,"Calm, no wind",0.0,40%,Mist. ,,,17.5,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",2.5,16.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14.0,,
2014-10-18 09:00:00,18.0,757.7,762.9,0.8,95.0,Wind blowing from the north-northeast,1.0,40%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",2.0,17.1,,,,,,
2014-10-18 12:00:00,19.0,757.2,762.4,-0.5,91.0,Wind blowing from the north-northeast,3.0,60%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",2.0,17.5,,,,,,
2014-10-18 15:00:00,20.7,756.4,761.5,-0.8,85.0,Wind blowing from the north-northeast,2.0,70 - 80%,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",3.0,18.1,,,,,,
2014-10-18 18:00:00,18.5,756.0,761.2,-0.4,95.0,Wind blowing from the north-northeast,2.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,20.9,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%,200-300,,,1.5,17.6,,,,,,
2014-10-19 06:00:00,19.5,754.2,759.3,,81.0,Wind blowing from the south-southwest,4.0,no clouds, ,,,18.3,,,,,,,6.0,16.1,,,,,,
2014-10-19 09:00:00,21.1,754.1,759.2,-0.1,78.0,"Calm, no wind",0.0,no clouds, ,,,,,,,,,,6.0,17.0,,,,,,
2014-10-19 12:00:00,25.0,753.5,758.5,-0.6,72.0,Wind blowing from the west,3.0,no clouds, ,,,,,,,,,,6.0,19.6,,,,,,
2014-10-19 15:00:00,,,756.7,,,Wind blowing from the south,5.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,-0.1,,,,,,
2014-10-19 18:00:00,27.3,752.7,757.7,,40.0,Wind blowing from the south-southwest,1.0,60%, ,,,,37.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,12.6,,,,,,
2014-10-20 06:00:00,20.8,754.3,759.4,,48.0,Wind blowing from the south-west,2.0,no clouds, ,,,20.7,,,,,,,6.0,9.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",18.0,,
2014-10-20 09:00:00,23.1,756.3,761.4,2.0,50.0,Wind blowing from the south-west,4.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,12.0,,,,,,
2014-10-20 12:00:00,26.2,757.0,762.0,0.7,62.0,Wind blowing from the west,3.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.3,,,,,,
2014-10-20 15:00:00,27.0,756.4,761.4,-0.6,52.0,Wind blowing from the west,2.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,16.4,,,,,,
2014-10-20 18:00:00,23.7,756.7,761.8,0.3,70.0,Wind blowing from the east-northeast,3.0,50%, ,,,,27.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.8,,,,,,
2014-10-21 06:00:00,26.6,757.7,762.7,,21.0,Wind blowing from the south-east,4.0,no clouds, ,,,22.8,,,,,,,6.0,2.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17.0,,
2014-10-21 09:00:00,26.0,759.2,764.2,1.5,52.0,Wind blowing from the south-west,2.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,15.3,,,,,,
2014-10-21 12:00:00,30.7,759.5,764.5,0.3,27.0,Wind blowing from the west,2.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,9.4,,,,,,
2014-10-21 15:00:00,28.5,758.8,763.8,-0.7,39.0,Wind blowing from the north-northwest,3.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,13.3,,,,,,
2014-10-21 18:00:00,25.1,759.2,764.3,0.4,69.0,Wind blowing from the north-east,4.0,40%, ,,,,31.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,19.0,,,,,,
2014-10-22 06:00:00,21.5,759.1,764.2,,50.0,Wind blowing from the south,2.0,no clouds, ,,,21.4,,,,,,,6.0,10.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16.0,,
2014-10-22 09:00:00,24.1,759.8,764.9,0.7,52.0,Wind blowing from the west,2.0,no clouds, ,,,,,,,,,,7.0,13.5,,,,,,
2014-10-22 12:00:00,25.0,759.2,764.3,-0.6,68.0,Wind blowing from the west,3.0,no clouds, ,,,,,,,,,,7.0,18.7,,,,,,
2014-10-22 15:00:00,26.0,758.3,763.3,-0.9,60.0,Wind blowing from the west-northwest,2.0,no clouds, ,,,,,,,,,,7.0,17.7,,,,,,
2014-10-22 18:00:00,26.2,758.0,763.0,-0.3,54.0,Wind blowing from the north,1.0,no clouds, ,,,,,,,,,,7.0,16.1,,,,,,
2014-10-23 06:00:00,18.8,757.9,763.1,,97.0,Wind blowing from the west-southwest,2.0,100%,Mist. ,,,17.6,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%,200-300,,,2.0,18.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15.0,,
2014-10-23 09:00:00,19.5,758.1,763.3,0.2,90.0,Wind blowing from the west,2.0,"10%  or less, but not 0", ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.8,,,,,,
2014-10-23 12:00:00,22.6,757.9,763.0,-0.2,77.0,Wind blowing from the west,3.0,no clouds, ,,,,,,,,,,6.0,18.4,,,,,,
2014-10-23 15:00:00,23.2,756.6,761.7,-1.3,75.0,Wind blowing from the west-southwest,2.0,no clouds, ,,,,,,,,,,6.0,18.6,,,,,,
2014-10-23 18:00:00,21.6,756.6,761.7,0.0,85.0,Wind blowing from the north-northwest,2.0,no clouds, ,,,,23.5,,,,,,6.0,19.0,,,,,,
2014-10-24 06:00:00,19.2,756.2,761.3,,94.0,Wind blowing from the west,2.0,100%, ,,,19.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17.0,,
2014-10-24 09:00:00,18.6,757.2,762.4,1.0,90.0,Wind blowing from the south-southwest,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,16.9,,,,,,
2014-10-24 12:00:00,21.8,757.0,762.1,-0.2,78.0,Wind blowing from the west-northwest,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.7,,,,,,
2014-10-24 15:00:00,22.7,755.9,761.0,-1.1,77.0,Wind blowing from the west,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.4,,,,,,
2014-10-24 18:00:00,20.5,755.9,761.0,0.0,86.0,Wind blowing from the north-west,2.0,60%, ,,,,22.9,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.0,,,,,,
2014-10-25 06:00:00,18.5,756.6,761.8,,82.0,Wind blowing from the east-southeast,2.0,100%, ,,,18.4,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,15.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15.0,,
2014-10-25 09:00:00,18.9,757.5,762.7,0.9,88.0,Wind blowing from the south,2.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,6.0,16.9,,,,,,
2014-10-25 12:00:00,22.2,758.1,763.2,0.6,76.0,Wind blowing from the north-west,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,17.8,,,,,,
2014-10-25 15:00:00,21.6,757.5,762.6,-0.6,80.0,Wind blowing from the north-northwest,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,17.9,,,,,,
2014-10-25 18:00:00,21.0,757.6,762.7,0.1,85.0,"Calm, no wind",0.0,70 - 80%, ,,,,22.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,18.4,,,,,,
2014-10-26 06:00:00,20.0,757.4,762.5,,69.0,Wind blowing from the south-southwest,2.0,20-30%, ,,,20.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,14.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17.0,,
2014-10-26 09:00:00,22.6,757.7,762.8,0.3,69.0,Wind blowing from the west,1.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,16.7,,,,,,
2014-10-26 12:00:00,25.2,758.2,763.3,0.5,54.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,,,,,,,,6.0,15.2,,,,,,
2014-10-26 15:00:00,24.7,756.7,761.7,-1.5,63.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,17.1,,,,,,
2014-10-26 18:00:00,25.5,756.8,761.8,0.1,51.0,Wind blowing from the north-northeast,2.0,20-30%, ,,,,26.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,14.6,,,,,,
2014-10-27 06:00:00,28.3,755.9,760.9,,21.0,Wind blowing from the north-northwest,1.0,no clouds, ,,,24.5,,,,,,,6.0,4.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",19.0,,
2014-10-27 09:00:00,29.4,756.7,761.7,0.8,26.0,Wind blowing from the east-northeast,1.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,7.8,,,,,,
